# mcs  k  T(k)  Q(k)  Eavg(k)
        8970    1     0.200000           60      -100.0166006291
        8970    2     0.305882           64      -100.2304976286
        8970    3     0.411765           36       -99.0569325390
        8970    4     0.517647          -32       -98.7224684517
        8970    5     0.623529            4       -96.7154736760
        8970    6     0.729412           46       -98.8142879108
        8970    7     0.835294           38       -96.4822083954
        8970    8     0.941176           32       -90.5133933638
        8970    9     1.047059           30       -88.3571555852
        8970   10     1.152941          -22       -91.5545184705
        8970   11     1.258824           20       -89.8247743527
        8970   12     1.364706           -6       -81.7620241437
        8970   13     1.470588          -24       -88.3202729505
        8970   14     1.576471           10       -85.1400691428
        8970   15     1.682353          -22       -76.5966713368
        8970   16     1.788235           22       -71.2625645646
        8970   17     1.894118           12       -77.2957807707
        8970   18     2.000000           12       -60.3493978490
        8980    1     0.200000           62      -100.2517747576
        8980    2     0.305882           50      -100.3265327926
        8980    3     0.411765           24       -97.8108787706
        8980    4     0.517647           22       -98.0519503671
        8980    5     0.623529          -30       -97.0060862320
        8980    6     0.729412           40       -93.9391703011
        8980    7     0.835294           42       -96.5214717928
        8980    8     0.941176           40       -94.5444099081
        8980    9     1.047059           22       -88.5012229946
        8980   10     1.152941           30       -93.1710934216
        8980   11     1.258824          -30       -92.8643507714
        8980   12     1.364706            2       -91.5459903741
        8980   13     1.470588          -16       -85.0956374971
        8980   14     1.576471          -22       -89.9773929840
        8980   15     1.682353           18       -86.9155421303
        8980   16     1.788235           32       -80.9200694244
        8980   17     1.894118            4       -69.6522099651
        8980   18     2.000000           -6       -67.5337986718
        8990    1     0.200000           52      -100.0913586641
        8990    2     0.305882           58       -99.9422127418
        8990    3     0.411765           36       -98.4591380918
        8990    4     0.517647           10       -98.4362704179
        8990    5     0.623529           30       -96.2185639010
